track_id,key
023370,Bb major
023371,Eb minor
023797,C minor
023800,C minor
023808,Eb minor
023851,A major
023856,C minor
023857,F minor
023859,F minor
023861,F# minor
023862,C minor
023888,G major
024014,A major
024015,F# major
024016,C major
024017,C major
024106,A major
024227,F minor
024228,D minor
024229,C major
024230,A major
024238,F major
024240,G major
024241,A major
024254,A minor
024255,E major
024256,A major
024257,A minor
024258,A major
024262,E minor
024264,Eb minor
024270,G major
024271,F minor
024272,F major
024274,A minor
024736,C major
024737,A major
024856,D minor
024866,A minor
024868,Ab major
024876,C major
024877,G minor
024937,D major
024938,A minor
024939,F major
024941,B major
024942,D major
025062,B major
025085,D major
025086,A major
025087,Ab minor
025090,E minor
025636,Ab minor
025637,A minor
025795,A minor
025796,A minor
025798,D minor
025799,A minor
025800,B major
025906,F# minor
025907,A major
025908,A major
025909,Bb major
026024,G minor
026169,A minor
026171,Db minor
026173,B major
026174,G major
026175,A minor
026176,C major
026177,F major
026178,C major
026179,G minor
026242,B minor
026311,D major
026673,D minor
026679,D minor
026680,A minor
026721,B major
026737,G minor
026894,E major
026901,E major
027127,F minor
027177,D minor
027179,D minor
027183,Eb minor
027222,D minor
027223,A minor
027224,C major
027230,A minor
027231,A minor
027232,D major
027233,G major
027235,A major
027258,G minor
027548,B major
027549,G minor
027550,E minor
027607,D minor
027844,G major
027845,C major
027846,F# major
027853,Db minor
027859,G minor
027861,Bb major
027862,A minor
027864,G major
027865,D major
027979,Bb minor
028070,C major
028084,C minor
028252,C minor
028266,E major
028364,C major
028365,D minor
028377,G minor
028388,G minor
028396,Eb minor
028398,B major
028400,B major
028427,E major
028428,F# major
028429,E major
028430,A major
028431,B major
028435,F# minor
028545,A major
028548,G major
028589,B minor
028599,G major
028647,A minor
028777,C major
028783,D major
028810,C major
028811,G major
028814,E minor
028832,E minor
028833,C major
028834,D minor
028835,E minor
029046,F major
029047,Ab major
029265,G major
029267,A minor
029268,C minor
029271,C major
029447,D major
029449,C major
029450,A major
029451,E major
029452,C major
029453,G major
029454,G minor
029455,D minor
029456,B minor
029457,D major
029458,D minor
029459,B minor
029461,G major
029467,G minor
029469,D minor
029470,A major
029471,E minor
029472,A major
029473,G major
029474,D minor
029475,B minor
029476,D minor
029477,Db minor
029478,D minor
029479,Eb major
029480,D minor
029526,C major
029527,B major
029528,C major
029529,C major
029530,C minor
029532,C major
029584,D major
029586,B minor
029605,Eb minor
029609,A minor
029610,A minor
029611,A minor
029625,Db minor
029626,B minor
029627,B major
029739,G major
029818,Bb major
029819,E major
029844,D major
029846,G major
029849,G major
029851,D major
029943,Ab major
030015,D minor
030018,E minor
030023,D minor
030025,D minor
030026,D minor
030027,E major
030028,D minor
030030,C major
030033,D minor
030035,F# major
030039,A major
030040,F# major
030042,B minor
030044,Bb major
030045,E major
030047,C major
030048,E minor
030049,F# minor
030050,E minor
030051,E major
030052,Db major
030053,C minor
030055,C major
030056,D minor
030058,C minor
030117,B minor
030148,Eb minor
030149,Eb major
030362,G major
030363,C major
030366,E minor
030369,G major
030370,C minor
030518,Eb minor
030519,Eb minor
030520,Ab minor
030521,Eb minor
030544,D minor
030838,Ab major
030839,Db major
030840,E major
030842,B minor
030846,B major
030847,Bb major
030848,C major
030977,F major
030978,Ab minor
030979,D minor
030980,A minor
030981,C minor
030982,D major
030983,A major
030984,A major
030986,G minor
030989,E minor
031012,G minor
031126,D minor
031152,Ab major
031160,Bb minor
031201,Eb minor
031202,F# major
031206,E major
031207,A minor
031208,Ab major
031209,B minor
031218,Eb major
031220,G major
031221,D minor
031222,B minor
031223,B minor
031224,G minor
031227,C major
031231,C major
031257,C major
031345,B minor
031346,Db major
031357,G major
031358,B major
031359,D minor
031362,Db minor
031363,D major
031365,F# minor
031366,A minor
031367,C minor
031426,A minor
031427,D major
031428,B major
031433,G major
031435,E minor
031436,C major
031437,E minor
031438,B major
031439,B major
031440,Db minor
031441,Db minor
031446,D major
031458,C minor
031569,A minor
031573,A major
031577,A minor
031578,A major
031629,F minor
031636,A major
031866,D major
031871,C minor
031991,Bb major
031992,E minor
031993,A minor
031994,Bb major
031995,G major
031999,G major
032000,A major
032001,G major
032002,F major
032005,G minor
032006,E major
032007,D minor
032008,C minor
032011,B minor
032012,C minor
032013,B minor
032068,D minor
032177,G minor
032365,B major
032399,E major
032575,C major
032577,Db minor
032581,D major
032611,Bb minor
032613,F minor
032696,E minor
032697,D major
032698,D minor
032699,C major
032700,C major
032701,E major
032702,B major
032703,C major
032704,Ab minor
032705,G major
032706,E minor
032749,C major
032751,Db minor
032756,G minor
032759,E major
032771,C major
032773,F major
032802,A major
032803,F major
032805,E major
032806,C major
032831,A minor
032844,B minor
032869,Eb major
032898,A minor
032899,D major
032900,G minor
033124,G major
033152,B major
033171,E minor
033184,Ab major
033199,G major
033200,Eb minor
033234,G minor
033235,D major
033263,C major
033264,C major
033276,G major
033277,A major
033279,D major
033289,C minor
033300,Ab major
033301,D major
033303,Eb major
033305,G major
033306,B major
033307,D major
033308,F major
033309,Db major
033310,C major
033312,Eb major
033325,Db major
033449,A minor
033454,G major
033525,Bb minor
033591,Bb major
033603,B minor
033615,E minor
033629,E minor
033850,G minor
033985,A major
033994,E major
034082,A minor
034083,C major
034085,C minor
034119,C minor
034334,Eb major
034442,E minor
034449,E minor
034456,E minor
034500,F# major
034501,A major
034503,G major
034976,Db minor
034978,G minor
035084,Ab major
035086,C minor
035219,F major
035342,F major
035525,B minor
035532,Db minor
035534,C major
035537,F minor
035543,E minor
035544,A minor
035547,E minor
035548,E minor
035549,A minor
035552,A major
035553,D major
035750,B major
035754,Db major
035773,B major
036050,A minor
036051,E minor
036052,G minor
036053,B minor
036054,Bb minor
036056,C minor
036057,Bb minor
036121,Eb minor
036125,E minor
036126,E major
036127,D minor
036128,B minor
036130,G major
036131,D major
036384,B minor
036385,E minor
036388,A minor
036389,E minor
036393,Bb minor
036481,A major
036482,D major
036483,C major
036484,G major
036485,C major
036486,D minor
036487,G minor
036488,G major
036490,F major
036572,B major
036573,G major
036574,G major
036575,Bb major
036576,Bb major
036577,A major
036579,E major
036580,G major
036737,E minor
036738,C major
036747,F major
036749,F# major
036751,A minor
036757,C major
036762,Eb minor
036763,F# major
036764,F# major
036765,F major
036768,Eb minor
036771,Eb minor
036772,F# major
036773,Eb minor
036774,Eb minor
036777,Db minor
037085,G minor
037087,Eb major
037088,C major
037096,E minor
037106,B minor
037107,A major
037110,B minor
037138,C major
037368,Eb major
037457,D major
037459,A minor
037461,D major
037593,F# major
037602,Eb major
037622,Eb major
037623,E major
037624,C minor
037625,E major
037626,C major
037627,Db major
037628,Bb major
037711,D minor
037713,D minor
037743,D major
037876,D major
037956,C major
037981,Bb major
037982,G major
037983,F# minor
037984,E major
037985,C major
038506,E major
038508,A major
038510,Ab minor
038511,C major
038514,G major
038515,B major
038548,A major
038555,Bb major
038790,Db major
038958,Ab minor
038970,C minor
038971,G major
038974,A minor
038978,A minor
038979,A minor
038981,A minor
038983,A minor
039290,Eb minor
039330,C major
039332,B minor
039342,Bb major
039357,A minor
039361,Ab minor
039393,Db minor
039514,B major
039525,C major
039526,C major
039527,Db major
039528,C major
039529,G major
039539,D major
039541,Eb minor
039542,D major
039549,B major
039569,G major
039570,A minor
039573,E minor
039574,A minor
039575,F minor
039580,Bb minor
039581,Bb minor
039583,C minor
039586,B minor
039587,C minor
039588,A major
039811,Eb minor
039930,G minor
039932,B minor
039950,A minor
040234,F# minor
040238,A minor
040239,E minor
040240,G major
040242,E major
040243,C major
040244,D major
040245,C major
040265,Bb minor
040266,A minor
040321,F major
040369,F# minor
040370,Eb minor
040373,F minor
040487,Ab minor
040488,A minor
040491,E minor
040492,A major
040495,C major
040496,Db minor
040497,B minor
040553,F major
040556,A major
040557,G major
040569,F major
040618,F minor
040619,C minor
040621,C minor
040623,C minor
040707,C major
040708,F# minor
040709,E minor
040710,D minor
040711,Bb major
040714,D major
040716,G major
040719,A minor
040764,Eb major
040769,Bb major
040771,F minor
040773,G minor
040777,F minor
040814,F# minor
040841,Eb minor
040842,G minor
040843,Db minor
040848,C major
040849,F minor
040951,A major
040963,F# minor
040984,A minor
040985,Bb major
040989,Db major
041010,Ab minor
041095,E major
041101,D minor
041104,G minor
041122,A minor
041124,F minor
041125,F# major
041191,Bb minor
041192,B minor
041284,F# major
041299,C major
041302,F# minor
041486,E major
041487,D major
041489,F major
041515,Eb minor
041516,G major
041517,Eb minor
041519,C minor
041520,E minor
041550,Bb major
041554,D minor
041569,G major
041598,C major
041599,D minor
041600,D minor
041601,C major
041602,C major
041758,C minor
041971,A minor
041974,E minor
041975,C major
041976,E major
041980,D minor
041981,G major
041982,E minor
041988,E minor
042040,Ab minor
042044,A major
042047,D major
042055,Bb minor
042056,C major
042057,Eb minor
042058,A minor
042059,F# major
042060,E minor
042062,Db minor
042064,Ab minor
042065,C major
042312,D major
042348,B minor
042349,D major
042350,C major
042351,C major
042432,E minor
042434,A minor
042657,B minor
042740,C minor
042742,Ab major
042744,C major
042745,D minor
042747,F minor
042748,D minor
042749,E minor
042750,A minor
042756,D major
042757,A major
042758,C major
042803,D minor
042806,E major
042834,D major
042835,E major
042836,A major
042837,C major
043153,C minor
043304,A minor
043323,G minor
043325,Eb major
043402,Ab major
043407,F# major
043408,Eb major
043411,Ab major
043493,E minor
043497,C minor
043499,C major
043502,D minor
044099,A major
044100,D minor
044101,G major
044102,G major
044103,B minor
044105,C major
044106,A major
044107,B minor
044108,D major
044109,Db minor
044126,Db major
044195,Db minor
044196,D minor
044197,B major
044198,E minor
044207,D minor
044277,G minor
044278,Eb major
044279,Bb major
044282,B minor
044283,E minor
044285,Db minor
044286,Db minor
044401,E minor
044423,C minor
044799,Eb minor
044801,F# minor
044821,F minor
044822,Db minor
044823,G minor
044886,Db major
044896,Db major
044954,A minor
045012,D minor
045060,C major
045099,E minor
045100,D minor
045101,A minor
045103,Bb minor
045141,Bb major
045166,A major
045275,B minor
045320,F major
045331,G major
045332,G major
045334,A major
045513,D major
045514,E minor
045515,B minor
045517,C major
045518,D major
045519,E major
045520,G major
045521,D major
045522,D major
045523,C major
045562,E major
045563,Db major
045565,B minor
045566,F major
045567,E minor
045568,B major
046070,C minor
046088,D minor
046091,D major
046126,B minor
046129,E major
046146,E major
046334,A major
046339,A minor
046362,E major
046365,C major
046508,F# major
046514,D minor
046546,D major
046547,D major
046548,G major
046549,E major
046550,F major
046551,C major
046552,G major
046553,E major
046728,C minor
046729,C minor
046735,D minor
046736,D major
046737,A major
046738,C minor
046757,C minor
046785,B minor
046786,D major
046787,E major
046788,G major
046789,Ab major
046790,Eb minor
046791,G major
046793,A major
046796,G major
046839,C major
046841,G major
046842,B minor
046843,E major
046844,A minor
046845,Eb major
046847,E minor
046848,A major
046850,D major
046852,E minor
046853,Bb major
046854,A minor
046855,F minor
046856,C major
047023,A minor
047035,C major
047041,E minor
047042,A minor
047043,F minor
047044,E minor
047068,C minor
047069,Ab minor
047070,F major
047071,F minor
047072,D minor
047073,D minor
047075,C minor
047076,D minor
047077,Bb major
047237,E major
047238,D major
047240,D major
047242,G major
047243,E major
047245,F major
047343,C major
047347,Eb major
047365,G major
047366,G major
047368,C major
047369,A major
047371,Eb major
047454,E minor
047464,Bb minor
047475,D major
047477,G minor
047478,D major
047479,D major
047480,C major
047481,E major
047482,E minor
047483,A major
047515,E minor
047559,B major
047562,Db major
047604,D major
047609,F# major
047612,F major
047661,C major
047662,A major
047676,D major
047739,A major
047740,A minor
047742,A minor
047767,Db major
047771,G major
047860,B major
047894,F major
047915,D minor
047916,C minor
047917,C major
047919,D minor
047920,E minor
047921,Bb major
047922,E minor
047923,F major
047924,C major
047955,F major
048002,E major
048003,C major
048006,Db major
048055,E major
048056,F major
048057,C minor
048058,E minor
048059,F major
048060,E major
048062,G major
048063,C major
048119,G minor
048123,C minor
048125,Ab minor
048139,D major
048140,G major
048141,G major
048142,C major
048143,A major
048144,D major
048145,C major
048146,G major
048147,Eb major
048148,D major
048149,G major
048173,B minor
048175,Eb major
048176,A minor
048177,A major
048178,Eb minor
048180,Bb major
048182,Ab minor
048183,C major
048184,E minor
048185,C minor
048186,C minor
048187,D minor
048188,Bb minor
048189,Bb minor
048194,A minor
048195,F# minor
048198,D minor
048199,C major
048202,G minor
048203,D minor
048204,Db minor
048205,G minor
048206,Eb minor
048216,Ab major
048223,E major
048241,C major
048242,Bb minor
048243,G major
048244,F# minor
048245,E minor
048247,C major
048248,G major
048249,Bb major
048290,D minor
048291,G major
048293,C major
048294,G minor
048297,Bb major
048612,A minor
048615,E major
048616,B minor
048618,G minor
048619,C major
048620,D minor
048621,B major
048622,B major
048789,Ab minor
048957,D major
048961,D major
048969,C major
049088,C major
049090,G minor
049093,A major
049097,D minor
049098,D minor
049132,A minor
049296,F minor
049430,G major
049438,C major
049637,D minor
049638,Bb major
049639,A major
049640,E major
049641,A minor
049642,E minor
049643,E minor
049830,A major
049831,G major
049832,C major
049833,A major
049836,D major
049837,Bb major
049838,C major
049842,A minor
049847,B major
049848,Eb major
049849,A major
050048,E minor
050049,E minor
050051,B minor
050053,F major
050054,E minor
050055,D major
050061,Db minor
050092,G major
050096,D major
050099,E major
050267,D minor
050272,E minor
050282,D major
050298,B minor
050370,Eb major
050419,C major
050423,C major
050424,G minor
050450,A minor
050451,D major
050453,Ab minor
050454,Bb major
050455,E minor
050456,F# minor
050457,Db minor
050464,G major
050539,C major
050544,C major
050595,D minor
050619,D major
050623,D major
050723,C major
050724,C major
050725,D major
050726,Eb major
050727,Bb major
050728,G major
050729,A major
050730,D minor
050731,B minor
050732,D major
050740,F major
050741,A minor
050742,D major
050743,D major
050835,F major
050860,Db minor
050862,C minor
050863,C minor
050864,E major
050865,G major
050868,F minor
050869,B major
050882,D minor
050891,E minor
050892,A minor
050905,C minor
050910,C minor
050911,A minor
050912,C major
050913,C minor
050914,F major
050927,D minor
050928,C minor
050936,C major
050939,C major
050940,C minor
050944,D minor
050946,D minor
050952,A major
050954,C minor
050955,C major
050957,C major
050959,D minor
050972,A minor
050973,E minor
050990,A minor
050991,E minor
050998,Ab minor
051000,C minor
051001,C major
051007,G major
051008,A major
051038,Db major
051118,C minor
051127,D major
051129,F# major
051153,A minor
051168,D minor
051169,Bb minor
051195,F major
051228,F minor
051229,A minor
051230,A minor
051231,C minor
051235,A minor
051238,A minor
051239,G minor
051241,E minor
051263,B minor
051271,E major
051313,A minor
051317,D major
051332,C minor
051333,B minor
051357,G major
051358,G major
051359,G major
051360,Db major
051389,A minor
051418,B minor
051419,B minor
051420,F major
051421,D minor
051423,F# major
051424,Ab major
051425,A minor
051426,Eb minor
051427,C major
051428,F# minor
051429,A minor
051430,A minor
051614,F# major
051615,A minor
051616,E minor
051617,C major
051618,A minor
051622,E minor
051623,F minor
051625,B minor
051628,D minor
051629,C major
051631,Ab minor
051632,Eb minor
051635,Bb major
051710,E minor
051715,F# major
051732,Bb minor
051734,F# minor
051755,C major
051774,E minor
051775,A minor
051776,D major
051778,Eb minor
051779,C minor
051783,G minor
051785,C major
051921,E minor
052034,F major
052036,C major
052040,F major
052043,F major
052045,F major
052052,D major
052059,D major
052225,A major
052227,Db major
052229,G minor
052250,G minor
052251,D minor
052255,D major
052257,G major
052259,C major
052261,G major
052275,E major
052276,C major
052277,D major
052361,B major
052404,E minor
052508,B major
052520,F major
052521,A major
052522,B major
052524,D major
052525,D major
052526,F# minor
052568,B minor
052853,B major
052855,Eb minor
052857,C minor
052928,B minor
052929,E minor
052931,A minor
052962,A major
052969,D major
053247,D minor
053248,G minor
053249,D major
053250,F# minor
053251,E minor
053636,C major
053637,C major
053638,G major
053639,E major
053642,A major
053643,Bb major
053646,F minor
053735,F# major
053736,E major
053742,D major
053743,C major
053744,C major
053796,Eb minor
053798,D major
053799,E minor
053800,C minor
053801,C major
053803,Db major
053805,F minor
053807,C major
053808,Eb major
053810,G major
053811,C major
053812,Ab major
053813,C major
053814,F minor
053815,A minor
053816,D major
053817,Ab major
053818,C minor
053819,F minor
053820,C major
053821,B major
053823,F major
053824,Bb major
053825,F# major
053826,Eb major
053827,G minor
053828,D minor
053829,G major
053830,A major
053845,G major
053846,G major
053852,Eb major
053859,G minor
053863,D minor
053896,C major
054047,Db major
054054,B minor
054082,E minor
054166,A major
054167,C major
054168,C major
054169,G major
054171,E major
054172,Db major
054173,A major
054206,C major
054208,Eb major
054212,G minor
054213,C minor
054215,F major
054225,C major
054226,C major
054227,C major
054228,C major
054229,C major
054230,C major
054231,C major
054232,C minor
054236,E minor
054298,E minor
054594,C major
054622,Eb minor
054623,Eb minor
054682,A major
054683,D major
054684,F major
054685,G major
054686,G major
054687,G major
054688,D major
054689,D major
054690,Eb major
054691,A major
054692,D major
054693,A major
054694,E major
054695,C major
054696,D major
054697,D major
054698,G major
054699,Ab major
054701,B major
054703,E major
054715,C minor
054735,B major
054830,A minor
054907,A major
054908,F# minor
054909,E major
054910,F# minor
054911,A major
